"Name","Total Time","Total Time (CPU)","Hits"
"                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-exec-3","158,313 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"   org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"    org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"     org.apache.tomcat.util.threads.ThreadPoolExecutor.getTask ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"      org.apache.tomcat.util.threads.TaskQueue.take ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"       org.apache.tomcat.util.threads.TaskQueue.take ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"        java.util.concurrent.LinkedBlockingQueue.take ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-exec-4","158,313 ms (-0%)","15,099 ms (-0%)","1"
" java.lang.Thread.run ()","158,313 ms (-0%)","15,099 ms (-0%)","1"
"  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","158,313 ms (-0%)","15,099 ms (-0%)","1"
"   org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run ()","158,313 ms (-0%)","15,099 ms (-0%)","1"
"    org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker ()","158,313 ms (-0%)","15,099 ms (-0%)","1"
"     org.apache.tomcat.util.threads.ThreadPoolExecutor.getTask ()","134,926 ms (-0%)","0.0 ms (0%)","2"
"      org.apache.tomcat.util.threads.TaskQueue.take ()","134,926 ms (-0%)","0.0 ms (0%)","2"
"       org.apache.tomcat.util.threads.TaskQueue.take ()","134,926 ms (-0%)","0.0 ms (0%)","2"
"        java.util.concurrent.LinkedBlockingQueue.take ()","134,926 ms (-0%)","0.0 ms (0%)","2"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"     org.apache.tomcat.util.net.SocketProcessorBase.run ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"      org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"       org.apache.coyote.AbstractProtocol$ConnectionHandler.process ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"        org.apache.coyote.AbstractProcessorLight.process ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"         org.apache.coyote.http11.Http11Processor.service ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"          org.apache.catalina.connector.CoyoteAdapter.service ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"           org.apache.catalina.core.StandardEngineValve.invoke ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"            org.apache.catalina.valves.ErrorReportValve.invoke ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"             org.apache.catalina.core.StandardHostValve.invoke ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"              org.apache.catalina.authenticator.AuthenticatorBase.invoke ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"               org.apache.catalina.core.StandardContextValve.invoke ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                org.apache.catalina.core.StandardWrapperValve.invoke ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                 org.apache.catalina.core.ApplicationFilterChain.doFilter ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                   org.springframework.web.filter.OncePerRequestFilter.doFilter ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                    org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                     org.apache.catalina.core.ApplicationFilterChain.doFilter ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                      org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                       org.springframework.web.filter.OncePerRequestFilter.doFilter ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                        org.springframework.web.filter.FormContentFilter.doFilterInternal ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                         org.apache.catalina.core.ApplicationFilterChain.doFilter ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                          org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                           org.springframework.web.filter.OncePerRequestFilter.doFilter ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                            org.springframework.web.filter.RequestContextFilter.doFilterInternal ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                             org.apache.catalina.core.ApplicationFilterChain.doFilter ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                              org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                               org.apache.tomcat.websocket.server.WsFilter.doFilter ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                org.apache.catalina.core.ApplicationFilterChain.doFilter ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                 org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                  jakarta.servlet.http.HttpServlet.service ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                   org.springframework.web.servlet.FrameworkServlet.service ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                    jakarta.servlet.http.HttpServlet.service ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                     org.springframework.web.servlet.FrameworkServlet.doPost ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                      org.springframework.web.servlet.FrameworkServlet.processRequest ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                       org.springframework.web.servlet.DispatcherServlet.doService ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                        org.springframework.web.servlet.DispatcherServlet.doDispatch ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                         org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                          org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                           org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                            org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                             org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                              org.springframework.web.method.support.InvocableHandlerMethod.doInvoke ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                               java.lang.reflect.Method.invoke ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                 jdk.internal.reflect.GeneratedMethodAccessor77.invoke ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                  com.example.LoopAntiPattern.api.ProductController.findByArticleNumbers ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                   com.example.LoopAntiPattern.service.ProductService$$SpringCGLIB$$0.getProductsByArticleNumbers ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                    org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor.intercept ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                     org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                      org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                       org.springframework.transaction.interceptor.TransactionInterceptor.invoke ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                        org.springframework.transaction.interceptor.TransactionAspectSupport.invokeWithinTransaction ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                         org.springframework.transaction.interceptor.TransactionInterceptor$1.proceedWithInvocation ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                          org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                           org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                            org.springframework.aop.framework.ReflectiveMethodInvocation.invokeJoinpoint ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                             org.springframework.aop.support.AopUtils.invokeJoinpointUsingReflection ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                              java.lang.reflect.Method.invoke ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                               jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                                jdk.internal.reflect.GeneratedMethodAccessor78.invoke ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                                 com.example.LoopAntiPattern.service.ProductService.getProductsByArticleNumbers ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                                  com.example.LoopAntiPattern.service.ProductService.getProductsByArticleNumber ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                                   com.example.LoopAntiPattern.data.repository.ProductRepository$$SpringCGLIB$$0.selectByArticleNumber ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                                    org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor.intercept ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                                     org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                                      org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                                       org.springframework.dao.support.PersistenceExceptionTranslationInterceptor.invoke ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                                        org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                                         org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                                          org.springframework.aop.framework.ReflectiveMethodInvocation.invokeJoinpoint ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                                           org.springframework.aop.support.AopUtils.invokeJoinpointUsingReflection ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                                            java.lang.reflect.Method.invoke ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                                             jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                                              jdk.internal.reflect.GeneratedMethodAccessor64.invoke ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                                               com.example.LoopAntiPattern.data.repository.ProductRepository.selectByArticleNumber ()","23,387 ms (-0%)","15,099 ms (-0%)","1"
"                                                                                com.querydsl.jpa.impl.AbstractJPAQuery.fetch ()","23,090 ms (-0%)","14,802 ms (-0%)","4"
"                                                                                 com.querydsl.jpa.impl.AbstractJPAQuery.getResultList ()","22,891 ms (-0%)","14,603 ms (-0%)","6"
"                                                                                  org.hibernate.query.Query.getResultList ()","22,891 ms (-0%)","14,603 ms (-0%)","6"
"                                                                                   org.hibernate.query.sqm.internal.QuerySqmImpl.list ()","22,891 ms (-0%)","14,603 ms (-0%)","6"
"                                                                                    org.hibernate.query.spi.AbstractSelectionQuery.list ()","22,891 ms (-0%)","14,603 ms (-0%)","6"
"                                                                                     org.hibernate.query.sqm.internal.QuerySqmImpl.doList ()","22,797 ms (-0%)","14,508 ms (-0%)","7"
"                                                                                      org.hibernate.query.sqm.internal.ConcreteSqmSelectQueryPlan.performList ()","22,797 ms (-0%)","14,508 ms (-0%)","7"
"                                                                                       org.hibernate.query.sqm.internal.ConcreteSqmSelectQueryPlan.withCacheableSqmInterpretation ()","22,797 ms (-0%)","14,508 ms (-0%)","7"
"                                                                                        org.hibernate.query.sqm.internal.ConcreteSqmSelectQueryPlan$$Lambda$1220.0x0000000801046000.interpret ()","22,702 ms (-0%)","14,414 ms (-0%)","8"
"                                                                                         org.hibernate.query.sqm.internal.ConcreteSqmSelectQueryPlan.lambda$new$0 ()","22,702 ms (-0%)","14,414 ms (-0%)","8"
"                                                                                          org.hibernate.internal.SessionImpl.autoFlushIfRequired ()","14,112 ms (-0%)","14,112 ms (-0%)","54"
"                                                                                           org.hibernate.event.service.internal.EventListenerGroupImpl.fireEventOnEachListener ()","14,112 ms (-0%)","14,112 ms (-0%)","54"
"                                                                                            org.hibernate.internal.SessionImpl$$Lambda$1246.0x0000000800f28c00.accept ()","14,112 ms (-0%)","14,112 ms (-0%)","54"
"                                                                                             org.hibernate.event.internal.DefaultAutoFlushEventListener.onAutoFlush ()","14,112 ms (-0%)","14,112 ms (-0%)","54"
"                                                                                              org.hibernate.event.internal.AbstractFlushingEventListener.flushEverythingToExecutions ()","14,112 ms (-0%)","14,112 ms (-0%)","54"
"                                                                                               org.hibernate.event.internal.AbstractFlushingEventListener.prepareEntityFlushes ()","7,497 ms (-0%)","7,497 ms (-0%)","49"
"                                                                                                org.hibernate.event.internal.AbstractFlushingEventListener.cascadeOnFlush ()","7,200 ms (-0%)","7,200 ms (-0%)","47"
"                                                                                                 org.hibernate.engine.internal.Cascade.cascade ()","7,200 ms (-0%)","7,200 ms (-0%)","47"
"                                                                                                  org.hibernate.persister.entity.EntityPersister.getValue ()","4,000 ms (-0%)","4,000 ms (-0%)","32"
"                                                                                                   org.hibernate.persister.entity.AbstractEntityPersister.getPropertyValue ()","4,000 ms (-0%)","4,000 ms (-0%)","32"
"                                                                                                    org.hibernate.property.access.spi.GetterFieldImpl.get ()","3,796 ms (-0%)","3,796 ms (-0%)","31"
"                                                                                                     java.lang.reflect.Field.get ()","3,796 ms (-0%)","3,796 ms (-0%)","31"
"                                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","31"
"                                                                                                    Self time","203 ms (-0%)","203 ms (-0%)","32"
"                                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","32"
"                                                                                                  org.hibernate.engine.spi.CascadingActions$8.noCascade ()","1,810 ms (-0%)","1,810 ms (-0%)","15"
"                                                                                                   org.hibernate.persister.entity.EntityPersister.getValue ()","1,101 ms (-0%)","1,101 ms (-0%)","10"
"                                                                                                    org.hibernate.persister.entity.AbstractEntityPersister.getPropertyValue ()","1,101 ms (-0%)","1,101 ms (-0%)","10"
"                                                                                                     org.hibernate.property.access.spi.GetterFieldImpl.get ()","1,101 ms (-0%)","1,101 ms (-0%)","10"
"                                                                                                      java.lang.reflect.Field.get ()","1,101 ms (-0%)","1,101 ms (-0%)","10"
"                                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","10"
"                                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","10"
"                                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","10"
"                                                                                                   Self time","709 ms (-0%)","709 ms (-0%)","15"
"                                                                                                  org.hibernate.engine.internal.Cascade.cascadeLogicalOneToOneOrphanRemoval ()","889 ms (-0%)","889 ms (-0%)","9"
"                                                                                                   org.hibernate.engine.internal.Cascade.isLogicalOneToOne ()","889 ms (-0%)","889 ms (-0%)","9"
"                                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","9"
"                                                                                                  Self time","301 ms (-0%)","301 ms (-0%)","47"
"                                                                                                  org.jboss.logging.DelegatingBasicLogger.isTraceEnabled ()","198 ms (-0%)","198 ms (-0%)","2"
"                                                                                                   org.jboss.logging.Logger.isTraceEnabled ()","198 ms (-0%)","198 ms (-0%)","2"
"                                                                                                    org.jboss.logging.Slf4jLocationAwareLogger.isEnabled ()","198 ms (-0%)","198 ms (-0%)","2"
"                                                                                                     ch.qos.logback.classic.Logger.isTraceEnabled ()","198 ms (-0%)","198 ms (-0%)","2"
"                                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","47"
"                                                                                                org.hibernate.engine.internal.StatefulPersistenceContext.reentrantSafeEntityEntries ()","296 ms (-0%)","296 ms (-0%)","3"
"                                                                                                 org.hibernate.engine.internal.EntityEntryContext.reentrantSafeEntityEntries ()","296 ms (-0%)","296 ms (-0%)","3"
"                                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"                                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","49"
"                                                                                               org.hibernate.event.internal.AbstractFlushingEventListener.flushEntities ()","6,615 ms (-0%)","6,615 ms (-0%)","47"
"                                                                                                org.hibernate.event.service.internal.EventListenerGroupImpl.fireEventOnEachListener ()","6,514 ms (-0%)","6,514 ms (-0%)","47"
"                                                                                                 org.hibernate.event.internal.AbstractFlushingEventListener$$Lambda$1267.0x000000080151a6f8.accept ()","6,514 ms (-0%)","6,514 ms (-0%)","47"
"                                                                                                  org.hibernate.event.internal.DefaultFlushEntityEventListener.onFlushEntity ()","6,514 ms (-0%)","6,514 ms (-0%)","47"
"                                                                                                   org.hibernate.event.internal.DefaultFlushEntityEventListener.getValues ()","4,619 ms (-0%)","4,619 ms (-0%)","36"
"                                                                                                    org.hibernate.persister.entity.EntityPersister.getValues ()","2,995 ms (-0%)","2,995 ms (-0%)","27"
"                                                                                                     org.hibernate.persister.entity.AbstractEntityPersister.getPropertyValues ()","2,995 ms (-0%)","2,995 ms (-0%)","27"
"                                                                                                      org.hibernate.property.access.spi.GetterFieldImpl.get ()","2,891 ms (-0%)","2,891 ms (-0%)","26"
"                                                                                                       java.lang.reflect.Field.get ()","2,891 ms (-0%)","2,891 ms (-0%)","26"
"                                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","26"
"                                                                                                      org.hibernate.bytecode.enhance.spi.interceptor.LazyAttributesMetadata.isLazyAttribute ()","104 ms (-0%)","104 ms (-0%)","1"
"                                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","27"
"                                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","27"
"                                                                                                    org.hibernate.event.internal.DefaultFlushEntityEventListener.checkId ()","1,214 ms (-0%)","1,214 ms (-0%)","11"
"                                                                                                     org.hibernate.persister.entity.AbstractEntityPersister.getIdentifier ()","1,214 ms (-0%)","1,214 ms (-0%)","11"
"                                                                                                      org.hibernate.metamodel.mapping.internal.BasicEntityIdentifierMappingImpl.getIdentifier ()","1,214 ms (-0%)","1,214 ms (-0%)","11"
"                                                                                                       org.hibernate.property.access.spi.GetterFieldImpl.get ()","1,015 ms (-0%)","1,015 ms (-0%)","10"
"                                                                                                        java.lang.reflect.Field.get ()","1,015 ms (-0%)","1,015 ms (-0%)","10"
"                                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","10"
"                                                                                                       Self time","198 ms (-0%)","198 ms (-0%)","11"
"                                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","11"
"                                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","11"
"                                                                                                    Self time","306 ms (-0%)","306 ms (-0%)","36"
"                                                                                                    org.hibernate.engine.internal.AbstractEntityEntry.getStatus ()","103 ms (-0%)","103 ms (-0%)","1"
"                                                                                                   org.hibernate.event.internal.DefaultFlushEntityEventListener.isUpdateNecessary ()","1,493 ms (-0%)","1,493 ms (-0%)","14"
"                                                                                                    org.hibernate.event.internal.DefaultFlushEntityEventListener.dirtyCheck ()","1,394 ms (-0%)","1,394 ms (-0%)","13"
"                                                                                                     org.hibernate.event.internal.DefaultFlushEntityEventListener.performDirtyCheck ()","1,193 ms (-0%)","1,193 ms (-0%)","11"
"                                                                                                      org.hibernate.persister.entity.AbstractEntityPersister.findDirty ()","885 ms (-0%)","885 ms (-0%)","8"
"                                                                                                       org.hibernate.persister.entity.DirtyHelper.findDirty ()","885 ms (-0%)","885 ms (-0%)","8"
"                                                                                                        org.hibernate.persister.entity.DirtyHelper.isDirty ()","789 ms (-0%)","789 ms (-0%)","7"
"                                                                                                         org.hibernate.type.AbstractStandardBasicType.isDirty ()","691 ms (-0%)","691 ms (-0%)","6"
"                                                                                                          org.hibernate.type.AbstractStandardBasicType.isDirty ()","691 ms (-0%)","691 ms (-0%)","6"
"                                                                                                           org.hibernate.type.AbstractStandardBasicType.isSame ()","691 ms (-0%)","691 ms (-0%)","6"
"                                                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","6"
"                                                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","6"
"                                                                                                         Self time","97.7 ms (-0%)","97.7 ms (-0%)","7"
"                                                                                                        Self time","95.5 ms (-0%)","95.5 ms (-0%)","8"
"                                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","8"
"                                                                                                      Self time","308 ms (-0%)","308 ms (-0%)","11"
"                                                                                                     org.hibernate.event.internal.DefaultFlushEntityEventListener.getDirtyProperties ()","201 ms (-0%)","201 ms (-0%)","2"
"                                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","13"
"                                                                                                    org.hibernate.event.internal.DefaultFlushEntityEventListener.isUpdateNecessary ()","98.2 ms (-0%)","98.2 ms (-0%)","1"
"                                                                                                     org.hibernate.event.internal.DefaultFlushEntityEventListener.hasDirtyCollections ()","98.2 ms (-0%)","98.2 ms (-0%)","1"
"                                                                                                      org.hibernate.engine.internal.AbstractEntityEntry.getStatus ()","98.2 ms (-0%)","98.2 ms (-0%)","1"
"                                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","14"
"                                                                                                   org.hibernate.engine.internal.AbstractEntityEntry.requiresDirtyCheck ()","298 ms (-0%)","298 ms (-0%)","3"
"                                                                                                   Self time","103 ms (-0%)","103 ms (-0%)","47"
"                                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","47"
"                                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","47"
"                                                                                                Self time","101 ms (-0%)","101 ms (-0%)","47"
"                                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","54"
"                                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","54"
"                                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","54"
"                                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","54"
"                                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","54"
"                                                                                          org.hibernate.sql.exec.spi.JdbcSelectExecutor.list ()","8,589 ms (-0%)","301 ms (-0%)","53"
"                                                                                           org.hibernate.sql.exec.internal.JdbcSelectExecutorStandardImpl.list ()","8,589 ms (-0%)","301 ms (-0%)","53"
"                                                                                            org.hibernate.sql.exec.internal.JdbcSelectExecutorStandardImpl.executeQuery ()","8,589 ms (-0%)","301 ms (-0%)","53"
"                                                                                             org.hibernate.sql.exec.internal.JdbcSelectExecutorStandardImpl.doExecuteQuery ()","8,589 ms (-0%)","301 ms (-0%)","53"
"                                                                                              org.hibernate.sql.results.spi.ListResultsConsumer.consume ()","8,487 ms (-0%)","198 ms (-0%)","52"
"                                                                                               org.hibernate.sql.results.spi.ListResultsConsumer.consume ()","8,487 ms (-0%)","198 ms (-0%)","52"
"                                                                                                org.hibernate.sql.results.internal.RowProcessingStateStandardImpl.next ()","8,487 ms (-0%)","198 ms (-0%)","52"
"                                                                                                 org.hibernate.sql.results.jdbc.internal.AbstractJdbcValues.next ()","8,487 ms (-0%)","198 ms (-0%)","52"
"                                                                                                  org.hibernate.sql.results.jdbc.internal.JdbcValuesResultSetImpl.processNext ()","8,487 ms (-0%)","198 ms (-0%)","52"
"                                                                                                   org.hibernate.sql.results.jdbc.internal.JdbcValuesResultSetImpl.advanceNext ()","8,487 ms (-0%)","198 ms (-0%)","52"
"                                                                                                    org.hibernate.sql.results.jdbc.internal.DeferredResultSetAccess.getResultSet ()","8,487 ms (-0%)","198 ms (-0%)","52"
"                                                                                                     org.hibernate.sql.results.jdbc.internal.DeferredResultSetAccess.executeQuery ()","8,487 ms (-0%)","198 ms (-0%)","52"
