"Name","Total Time","Total Time (CPU)","Hits"
"                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                    com.querydsl.jpa.impl.AbstractJPAQuery.createQuery ()","73.0 ms (-0%)","73.0 ms (-0%)","1"
"                                                                                     com.querydsl.jpa.impl.AbstractJPAQuery.createQuery ()","73.0 ms (-0%)","73.0 ms (-0%)","1"
"                                                                                      jdk.proxy2.$Proxy109.createQuery ()","73.0 ms (-0%)","73.0 ms (-0%)","1"
"                                                                                       org.springframework.orm.jpa.SharedEntityManagerCreator$SharedEntityManagerInvocationHandler.invoke ()","73.0 ms (-0%)","73.0 ms (-0%)","1"
"                                                                                        java.lang.reflect.Method.invoke ()","73.0 ms (-0%)","73.0 ms (-0%)","1"
"                                                                                         jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke ()","73.0 ms (-0%)","73.0 ms (-0%)","1"
"                                                                                          jdk.internal.reflect.NativeMethodAccessorImpl.invoke ()","73.0 ms (-0%)","73.0 ms (-0%)","1"
"                                                                                           jdk.internal.reflect.NativeMethodAccessorImpl.invoke0[native] ()","73.0 ms (-0%)","73.0 ms (-0%)","1"
"                                                                                            jdk.proxy2.$Proxy109.createQuery ()","73.0 ms (-0%)","73.0 ms (-0%)","1"
"                                                                                             org.springframework.orm.jpa.ExtendedEntityManagerCreator$ExtendedEntityManagerInvocationHandler.invoke ()","73.0 ms (-0%)","73.0 ms (-0%)","1"
"                                                                                              java.lang.reflect.Method.invoke ()","73.0 ms (-0%)","73.0 ms (-0%)","1"
"                                                                                               jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke ()","73.0 ms (-0%)","73.0 ms (-0%)","1"
"                                                                                                jdk.internal.reflect.NativeMethodAccessorImpl.invoke ()","73.0 ms (-0%)","73.0 ms (-0%)","1"
"                                                                                                 jdk.internal.reflect.NativeMethodAccessorImpl.invoke0[native] ()","73.0 ms (-0%)","73.0 ms (-0%)","1"
"                                                                                                  org.hibernate.internal.AbstractSharedSessionContract.createQuery ()","73.0 ms (-0%)","73.0 ms (-0%)","1"
"                                                                                                   org.hibernate.internal.AbstractSharedSessionContract.createQuery ()","73.0 ms (-0%)","73.0 ms (-0%)","1"
"                                                                                                    org.hibernate.internal.AbstractSharedSessionContract.createQuery ()","73.0 ms (-0%)","73.0 ms (-0%)","1"
"                                                                                                     org.hibernate.internal.AbstractSharedSessionContract.interpretHql ()","73.0 ms (-0%)","73.0 ms (-0%)","1"
"                                                                                                      org.hibernate.query.internal.QueryInterpretationCacheStandardImpl.resolveHqlInterpretation ()","73.0 ms (-0%)","73.0 ms (-0%)","1"
"                                                                                                       org.hibernate.query.internal.QueryInterpretationCacheStandardImpl.createHqlInterpretation ()","73.0 ms (-0%)","73.0 ms (-0%)","1"
"                                                                                                        org.hibernate.internal.AbstractSharedSessionContract$$Lambda$1205.0x000000080147c550.apply ()","73.0 ms (-0%)","73.0 ms (-0%)","1"
"                                                                                                         org.hibernate.internal.AbstractSharedSessionContract.lambda$interpretHql$2 ()","73.0 ms (-0%)","73.0 ms (-0%)","1"
"                                                                                                          org.hibernate.query.hql.internal.StandardHqlTranslator.translate ()","73.0 ms (-0%)","73.0 ms (-0%)","1"
"                                                                                                           org.hibernate.query.hql.internal.StandardHqlTranslator.parseHql ()","73.0 ms (-0%)","73.0 ms (-0%)","1"
"                                                                                                            org.hibernate.query.hql.internal.HqlParseTreeBuilder.buildHqlParser ()","73.0 ms (-0%)","73.0 ms (-0%)","1"
"                                                                                                             java.lang.ClassLoader.loadClass ()","73.0 ms (-0%)","73.0 ms (-0%)","1"
"                                                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                              org.springframework.web.method.support.InvocableHandlerMethod.getMethodArgumentValues ()","125 ms (-0%)","125 ms (-0%)","1"
"                                               org.springframework.web.method.support.HandlerMethodArgumentResolverComposite.resolveArgument ()","125 ms (-0%)","125 ms (-0%)","1"
"                                                org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor.resolveArgument ()","125 ms (-0%)","125 ms (-0%)","1"
"                                                 org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor.readWithMessageConverters ()","125 ms (-0%)","125 ms (-0%)","1"
"                                                  org.springframework.web.servlet.mvc.method.annotation.AbstractMessageConverterMethodArgumentResolver.readWithMessageConverters ()","125 ms (-0%)","125 ms (-0%)","1"
"                                                   org.springframework.http.converter.json.AbstractJackson2HttpMessageConverter.read ()","125 ms (-0%)","125 ms (-0%)","1"
"                                                    org.springframework.http.converter.json.AbstractJackson2HttpMessageConverter.readJavaType ()","125 ms (-0%)","125 ms (-0%)","1"
"                                                     com.fasterxml.jackson.databind.ObjectReader.readValue ()","125 ms (-0%)","125 ms (-0%)","1"
"                                                      com.fasterxml.jackson.databind.ObjectReader.createParser ()","125 ms (-0%)","125 ms (-0%)","1"
"                                                       com.fasterxml.jackson.core.JsonFactory.createParser ()","125 ms (-0%)","125 ms (-0%)","1"
"                                                        com.fasterxml.jackson.core.JsonFactory._createParser ()","125 ms (-0%)","125 ms (-0%)","1"
"                                                         com.fasterxml.jackson.core.json.ByteSourceJsonBootstrapper.constructParser ()","125 ms (-0%)","125 ms (-0%)","1"
"                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"        org.apache.coyote.http11.AbstractHttp11Protocol.createProcessor ()","98.2 ms (-0%)","98.2 ms (-0%)","1"
"         org.apache.coyote.http11.Http11Processor.<init> ()","98.2 ms (-0%)","98.2 ms (-0%)","1"
"          org.apache.coyote.AbstractProcessor.<init> ()","98.2 ms (-0%)","98.2 ms (-0%)","1"
"           org.apache.coyote.AbstractProcessor.<init> ()","98.2 ms (-0%)","98.2 ms (-0%)","1"
"            java.lang.ClassLoader.loadClass ()","98.2 ms (-0%)","98.2 ms (-0%)","1"
"            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-exec-3","2,322,334 ms (-0%)","15,882 ms (-0%)","1"
" java.lang.Thread.run ()","2,322,334 ms (-0%)","15,882 ms (-0%)","1"
"  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","2,322,334 ms (-0%)","15,882 ms (-0%)","1"
"   org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run ()","2,322,334 ms (-0%)","15,882 ms (-0%)","1"
"    org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker ()","2,322,334 ms (-0%)","15,882 ms (-0%)","1"
"     org.apache.tomcat.util.threads.ThreadPoolExecutor.getTask ()","2,297,148 ms (-0%)","0.0 ms (0%)","3"
"      org.apache.tomcat.util.threads.TaskQueue.take ()","2,297,148 ms (-0%)","0.0 ms (0%)","3"
"       org.apache.tomcat.util.threads.TaskQueue.take ()","2,297,148 ms (-0%)","0.0 ms (0%)","3"
"        java.util.concurrent.LinkedBlockingQueue.take ()","2,297,148 ms (-0%)","0.0 ms (0%)","3"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"     org.apache.tomcat.util.net.SocketProcessorBase.run ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"      org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"       org.apache.coyote.AbstractProtocol$ConnectionHandler.process ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"        org.apache.coyote.AbstractProcessorLight.process ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"         org.apache.coyote.http11.Http11Processor.service ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"          org.apache.catalina.connector.CoyoteAdapter.service ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"           org.apache.catalina.core.StandardEngineValve.invoke ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"            org.apache.catalina.valves.ErrorReportValve.invoke ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"             org.apache.catalina.core.StandardHostValve.invoke ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"              org.apache.catalina.authenticator.AuthenticatorBase.invoke ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"               org.apache.catalina.core.StandardContextValve.invoke ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                org.apache.catalina.core.StandardWrapperValve.invoke ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                 org.apache.catalina.core.ApplicationFilterChain.doFilter ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                   org.springframework.web.filter.OncePerRequestFilter.doFilter ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                    org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                     org.apache.catalina.core.ApplicationFilterChain.doFilter ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                      org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                       org.springframework.web.filter.OncePerRequestFilter.doFilter ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                        org.springframework.web.filter.FormContentFilter.doFilterInternal ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                         org.apache.catalina.core.ApplicationFilterChain.doFilter ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                          org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                           org.springframework.web.filter.OncePerRequestFilter.doFilter ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                            org.springframework.web.filter.RequestContextFilter.doFilterInternal ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                             org.apache.catalina.core.ApplicationFilterChain.doFilter ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                              org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                               org.apache.tomcat.websocket.server.WsFilter.doFilter ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                                org.apache.catalina.core.ApplicationFilterChain.doFilter ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                                 org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                                  jakarta.servlet.http.HttpServlet.service ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                                   org.springframework.web.servlet.FrameworkServlet.service ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                                    jakarta.servlet.http.HttpServlet.service ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                                     org.springframework.web.servlet.FrameworkServlet.doPost ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                                      org.springframework.web.servlet.FrameworkServlet.processRequest ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                                       org.springframework.web.servlet.DispatcherServlet.doService ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                                        org.springframework.web.servlet.DispatcherServlet.doDispatch ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                                         org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                                          org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                                           org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                                            org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                                             org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                                              org.springframework.web.method.support.InvocableHandlerMethod.doInvoke ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                                               java.lang.reflect.Method.invoke ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                                                jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                                                 jdk.internal.reflect.NativeMethodAccessorImpl.invoke ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                                                  jdk.internal.reflect.NativeMethodAccessorImpl.invoke0[native] ()","25,185 ms (-0%)","15,882 ms (-0%)","2"
"                                                   com.example.LoopAntiPattern.api.ProductController.update ()","25,097 ms (-0%)","15,882 ms (-0%)","1"
"                                                    com.example.LoopAntiPattern.service.ProductService$$SpringCGLIB$$0.updateProducts ()","25,097 ms (-0%)","15,882 ms (-0%)","1"
"                                                     org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor.intercept ()","25,097 ms (-0%)","15,882 ms (-0%)","1"
"                                                      org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed ()","25,097 ms (-0%)","15,882 ms (-0%)","1"
"                                                       org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","25,097 ms (-0%)","15,882 ms (-0%)","1"
"                                                        org.springframework.transaction.interceptor.TransactionInterceptor.invoke ()","25,097 ms (-0%)","15,882 ms (-0%)","1"
"                                                         org.springframework.transaction.interceptor.TransactionAspectSupport.invokeWithinTransaction ()","25,097 ms (-0%)","15,882 ms (-0%)","1"
"                                                          org.springframework.transaction.interceptor.TransactionInterceptor$1.proceedWithInvocation ()","25,097 ms (-0%)","15,882 ms (-0%)","1"
"                                                           org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed ()","25,097 ms (-0%)","15,882 ms (-0%)","1"
"                                                            org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","25,097 ms (-0%)","15,882 ms (-0%)","1"
"                                                             org.springframework.aop.framework.ReflectiveMethodInvocation.invokeJoinpoint ()","25,097 ms (-0%)","15,882 ms (-0%)","1"
"                                                              org.springframework.aop.support.AopUtils.invokeJoinpointUsingReflection ()","25,097 ms (-0%)","15,882 ms (-0%)","1"
"                                                               java.lang.reflect.Method.invoke ()","25,097 ms (-0%)","15,882 ms (-0%)","1"
"                                                                jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke ()","25,097 ms (-0%)","15,882 ms (-0%)","1"
"                                                                 jdk.internal.reflect.NativeMethodAccessorImpl.invoke ()","25,097 ms (-0%)","15,882 ms (-0%)","1"
"                                                                  jdk.internal.reflect.NativeMethodAccessorImpl.invoke0[native] ()","25,097 ms (-0%)","15,882 ms (-0%)","1"
"                                                                   com.example.LoopAntiPattern.service.ProductService.updateProducts ()","25,097 ms (-0%)","15,882 ms (-0%)","1"
"                                                                    java.util.stream.ReferencePipeline.collect ()","25,097 ms (-0%)","15,882 ms (-0%)","1"
"                                                                     java.util.stream.AbstractPipeline.evaluate ()","25,097 ms (-0%)","15,882 ms (-0%)","1"
"                                                                      java.util.stream.ReduceOps$ReduceOp.evaluateSequential ()","25,097 ms (-0%)","15,882 ms (-0%)","1"
"                                                                       java.util.stream.AbstractPipeline.wrapAndCopyInto ()","25,097 ms (-0%)","15,882 ms (-0%)","1"
"                                                                        java.util.stream.AbstractPipeline.copyInto ()","25,097 ms (-0%)","15,882 ms (-0%)","1"
"                                                                         java.util.ArrayList$ArrayListSpliterator.forEachRemaining ()","25,097 ms (-0%)","15,882 ms (-0%)","1"
"                                                                          java.util.stream.ReferencePipeline$3$1.accept ()","25,097 ms (-0%)","15,882 ms (-0%)","1"
"                                                                           com.example.LoopAntiPattern.service.ProductService$$Lambda$1284.0x000000080153b048.apply ()","25,097 ms (-0%)","15,882 ms (-0%)","1"
"                                                                            com.example.LoopAntiPattern.service.ProductService.updateSingleProduct ()","25,097 ms (-0%)","15,882 ms (-0%)","1"
"                                                                             com.example.LoopAntiPattern.data.repository.ProductRepository$$SpringCGLIB$$0.save ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
"                                                                              org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor.intercept ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
"                                                                               org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
"                                                                                org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
"                                                                                 org.springframework.dao.support.PersistenceExceptionTranslationInterceptor.invoke ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
"                                                                                  org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
"                                                                                   org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
"                                                                                    org.springframework.aop.framework.ReflectiveMethodInvocation.invokeJoinpoint ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
"                                                                                     org.springframework.aop.support.AopUtils.invokeJoinpointUsingReflection ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
"                                                                                      java.lang.reflect.Method.invoke ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
"                                                                                       jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
"                                                                                        jdk.internal.reflect.GeneratedMethodAccessor82.invoke ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
"                                                                                         com.example.LoopAntiPattern.data.repository.AbstractRepository.save ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
"                                                                                          jdk.proxy2.$Proxy109.flush ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
"                                                                                           org.springframework.orm.jpa.SharedEntityManagerCreator$SharedEntityManagerInvocationHandler.invoke ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
"                                                                                            java.lang.reflect.Method.invoke ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
"                                                                                             jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
"                                                                                              jdk.internal.reflect.GeneratedMethodAccessor81.invoke ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
"                                                                                               jdk.proxy2.$Proxy109.flush ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
"                                                                                                org.springframework.orm.jpa.ExtendedEntityManagerCreator$ExtendedEntityManagerInvocationHandler.invoke ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
"                                                                                                 java.lang.reflect.Method.invoke ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
"                                                                                                  jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
"                                                                                                   jdk.internal.reflect.GeneratedMethodAccessor81.invoke ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
"                                                                                                    org.hibernate.internal.SessionImpl.flush ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
"                                                                                                     org.hibernate.internal.SessionImpl.doFlush ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
"                                                                                                      org.hibernate.event.service.internal.EventListenerGroupImpl.fireEventOnEachListener ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
"                                                                                                       org.hibernate.internal.SessionImpl$$Lambda$1272.0x000000080151ee18.accept ()","15,680 ms (-0%)","15,680 ms (-0%)","58"
